关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
HYDRAULIC PTO,Piston Accumulator,满足系统持续运行要求,,,,1,Pressure Loss,Corrosion,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Piston Accumulator,满足系统持续运行要求,,,,1,Gas & Oil Mixture,Piston Jammed,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Piston Accumulator,满足系统持续运行要求,,,,1,Breakdown,Jammed Valve,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Bladder Accumlator,满足系统持续运行要求,,,,1,External Leakage,Contamination,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Bladder Accumlator,满足系统持续运行要求,,,,1,Cylinder Damage,Wear,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Bladder Accumlator,满足系统持续运行要求,,,,1,Pressure Loss,Corrosion,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Bladder Accumlator,满足系统持续运行要求,,,,1,Gas & Oil Mixture,Failed Bladder,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Bladder Accumlator,满足系统持续运行要求,,,,1,Breakdown,Jammed Valve,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,Abnormal instrument reading,Blockage/plugged,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,4,External leakage process medium,Breakage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,External leage- utility medium,Control failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,4,Insufficient heat transfer,Corrosion,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,5,Internal leakage,Faulty signal/indication-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,Parameter deviation,Instrument failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,Plugged/Chocked,Leakage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,Structural deficiency,Losseness,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,3,Minor in-service problems,Material failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Heat Exchanger (generic),满足系统持续运行要求,,,,5,Other,Mechanical failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,Abnormal instrument reading,Blockage/plugged,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,External leakage Utility medium,Combined causes,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,Fail to start on demand,Control failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,Fail to stop on demand,Electrical failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,3,Fail to synchronize,External influence-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,Faulty output voltage,Faulty power/voltage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,2,Low output,Faulty signal/indication/alarm,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Minor in-service problems,Instrument failure-genera,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Other,Leakage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Overheating,Mechanical failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Parameter deviation,No cause found,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Structural deficiency,No signal/indicaiton/alarm,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator-motor dirven,满足系统持续运行要求,,,,1,Unknown,Overheating,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,3,Abnormal instrument reading,Blockage/plugged,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,5,Breakage,Breakage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,4,External leakage utility medium,Caviation,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,1,Fails to start on demand,Clearance/alighnement failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,1,Fail to synchronize,Contamination,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,3,Faulty output voltage,Control failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,3,Minor in-service problems,Corrosion,5,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,4,Other,Earth/isolation fault,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,1,Overheating,Electrical failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,3,Parameter deviation,Faulty power/voltage,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,1,Spurious stop,Faulty signal/indication,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,3,Structural deficiency,Instrument failure-general,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
Electric generator,Generator Trubine driven,满足系统持续运行要求,,,,1,Vibration,Leakage,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,1.0,2,Abnormal instrument reading,Blockage/plugged,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,Breakdown,Breakage,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,External leakage- Utility medium,Combined causes,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,2.0,1,Fail to function as intended,Contamination,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,Fail to function on demand,Earth/isolation fault,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,3,Fail to start on demand,Electrical failure- general,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,2.0,1,Low output,Faulty signal/indication/alarm,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,1.0,1,Minor in-service problems,Instrument failure- general,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,Noise,Leakage,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,2.0,1,Other,Looseness,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,Overheating,Mechanical failure- general,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,2.0,1,parameter deviation,No power/voltage,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Frequency Converter (HV),满足系统持续运行要求,,,3.0,1,Spurious stop,Open circuit,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Switchgear (low voltage),满足系统持续运行要求,,,2.0,1,Faile to function as intended,Breakage,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Switchgear (low voltage),满足系统持续运行要求,,,3.0,1,Fail to function on demand,Earth/isolaton fault,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Switchgear (low voltage),满足系统持续运行要求,,,2.0,2,Other,Electrical failure-general,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Switchgear (low voltage),满足系统持续运行要求,,,3.0,1,Sputious stop,Faulty signal/indication/alarm,5,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Sensor,满足系统持续运行要求,,,2.0,3,Control/signal failure,Blockage,3,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Sensor,满足系统持续运行要求,,,2.0,3,Erratic output,Control failure,3,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Sensor,满足系统持续运行要求,,,2.0,1,Fail to function on demand,Electricl failure-general,2,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Sensor,满足系统持续运行要求,,,2.0,1,Other,Faulty signal/indication/alamr,2,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Sensor,满足系统持续运行要求,,,,1,Spurious operation,Instrument failure-general,2,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Valve positioning sensor,满足系统持续运行要求,,,3.0,2,Control/signal failure,Blockage,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Valve positioning sensor,满足系统持续运行要求,,,2.0,3,Erratic output,Control failure,3,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Valve positioning sensor,满足系统持续运行要求,,,3.0,1,Plugged/chocked,Electrical failure-general,2,2,,,Zenodo/All PowerTransmission & Control
